Distr,REGION,GRDSPAN,CAMPUS,GRDTYPE,C_RATING,DISTRICT,School_Name,District_Name,CNTYNAME,CFLCHART,CFLALTED
'041,'15,'PK - 12,'041902001,B,B,'041902,ROBERT LEE SCHOOL,ROBERT LEE ISD,COKE,N,N
'041,'15,'09 - 10,'041902002,S,Not Rated,'041902,FAIRVIEW ACCELERATED,ROBERT LEE ISD,COKE,N,N
'041,'15,'08 - 09,'041902005,M,Not Rated,'041902,FAIRVIEW DAEP,ROBERT LEE ISD,COKE,N,N
'041,'15,'EE - EE,'041902102,E,Not Rated,'041902,VERIBEST SPECIAL PROGRAMS,ROBERT LEE ISD,COKE,N,N
'041,'15,'07 - 07,'041902180,M,Not Rated,'041902,WALL SP PROG,ROBERT LEE ISD,COKE,N,N
'041,'15,'10 - 10,'041902195,S,Not Rated,'041902,FAIRVIEW SPECIAL PROGRAMS,ROBERT LEE ISD,COKE,N,Y
'042,'15,'09 - 12,'042901001,S,B,'042901,COLEMAN H S,COLEMAN ISD,COLEMAN,N,N
'042,'15,'05 - 08,'042901041,M,C,'042901,COLEMAN J H,COLEMAN ISD,COLEMAN,N,N
'042,'15,'PK - 04,'042901102,E,Not Rated: Senate Bill 1365,'042901,COLEMAN EL,COLEMAN ISD,COLEMAN,N,N
'042,'15,'07 - 12,'042903001,S,B,'042903,SANTA ANNA SECONDARY,SANTA ANNA ISD,COLEMAN,N,N
'042,'15,'PK - 06,'042903101,E,B,'042903,SANTA ANNA EL,SANTA ANNA ISD,COLEMAN,N,N
'042,'15,'EE - 12,'042905001,B,B,'042905,PANTHER CREEK SCHOOL,PANTHER CREEK CISD,COLEMAN,N,N
'043,'10,'KG - 12,'043801001,B,A,'043801,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,COLLIN,Y,N
'043,'10,'KG - 05,'043802101,E,A,'043802,LONE STAR LANGUAGE ACADEMY,LONE STAR LANGUAGE ACADEMY,COLLIN,Y,N
'043,'10,'09 - 12,'043901001,S,A,'043901,ALLEN H S,ALLEN ISD,COLLIN,N,N
'043,'10,'09 - 09,'043901002,S,A,'043901,LOWERY FRESHMAN CENTER,ALLEN ISD,COLLIN,N,N
'043,'10,'09 - 09,'043901003,S,Not Rated,'043901,COLLIN CO J J A E P,ALLEN ISD,COLLIN,N,N
'043,'10,'07 - 08,'043901042,M,A,'043901,W E PETE FORD MIDDLE,ALLEN ISD,COLLIN,N,N
'043,'10,'07 - 08,'043901043,M,A,'043901,WALTER & LOIS CURTIS MIDDLE,ALLEN ISD,COLLIN,N,N
'043,'10,'07 - 08,'043901044,M,A,'043901,ERECKSON MIDDLE,ALLEN ISD,COLLIN,N,N
'043,'10,'EE - 06,'043901101,E,C,'043901,D L ROUNTREE EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901102,E,C,'043901,ALTON BOYD EL,ALLEN ISD,COLLIN,N,N
'043,'10,'EE - 06,'043901104,E,A,'043901,GENE M REED EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901105,E,C,'043901,ALVIS C STORY EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901106,E,A,'043901,MAX O VAUGHAN EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901107,E,A,'043901,FLOSSIE FLOYD GREEN EL,ALLEN ISD,COLLIN,N,N
'043,'10,'EE - 06,'043901108,E,A,'043901,FRANCES E NORTON EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901109,E,A,'043901,GEORGE J ANDERSON EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901110,E,A,'043901,BOLIN EL,ALLEN ISD,COLLIN,N,N
'043,'10,'KG - 06,'043901111,E,A,'043901,KERR EL,ALLEN ISD,COLLIN,N,N
