Distr,REGION,GRDSPAN,CAMPUS,GRDTYPE,C_RATING,DISTRICT,School_Name,District_Name,CNTYNAME,CFLCHART,CFLALTED
'101,'04,'EE - 05,'101915121,E,A,'101915,KREINHOP EL,KLEIN ISD,HARRIS,N,N
'101,'04,'KG - 05,'101915122,E,B,'101915,MCDOUGLE EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915123,E,B,'101915,METZLER EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915124,E,A,'101915,BENIGNUS EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915125,E,A,'101915,FRANK EL,KLEIN ISD,HARRIS,N,N
'101,'04,'PK - 05,'101915126,E,B,'101915,MUELLER EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915127,E,A,'101915,BLACKSHEAR EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915128,E,C,'101915,ZWINK EL,KLEIN ISD,HARRIS,N,N
'101,'04,'PK - 05,'101915129,E,B,'101915,BERNSHAUSEN EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - PK,'101915130,E,B,'101915,THE GRACE ENGLAND EARLY CHILDHOOD/PRE-K CENTER,KLEIN ISD,HARRIS,N,N
'101,'04,'PK - 05,'101915131,E,A,'101915,FRENCH EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915132,E,A,'101915,MAHAFFEY EL,KLEIN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101915133,E,A,'101915,FOX EL,KLEIN ISD,HARRIS,N,N
'101,'04,'09 - 12,'101916001,S,B,'101916,LA PORTE H S,LA PORTE ISD,HARRIS,N,N
'101,'04,'09 - 12,'101916002,S,B,'101916,THE ACADEMY OF VIOLA DEWALT H S,LA PORTE ISD,HARRIS,N,Y
'101,'04,'09 - 10,'101916009,S,Not Rated,'101916,HIGHPOINT - DAEP,LA PORTE ISD,HARRIS,N,N
'101,'04,'11 - 11,'101916032,S,Not Rated,'101916,JJAEP DISCIPLINARY SCHOOL,LA PORTE ISD,HARRIS,N,N
'101,'04,'07 - 08,'101916041,M,B,'101916,LA PORTE J H,LA PORTE ISD,HARRIS,N,N
'101,'04,'06 - 06,'101916042,M,C,'101916,JAMES H BAKER SIXTH GRADE CAMPUS,LA PORTE ISD,HARRIS,N,N
'101,'04,'07 - 08,'101916043,M,C,'101916,LOMAX J H,LA PORTE ISD,HARRIS,N,N
'101,'04,'KG - 05,'101916101,E,B,'101916,JENNIE REID EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'KG - 05,'101916102,E,A,'101916,HERITAGE EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'PK - 05,'101916103,E,A,'101916,LA PORTE EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'KG - 05,'101916104,E,C,'101916,BAYSHORE EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'EE - 05,'101916105,E,A,'101916,COLLEGE PARK EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'KG - 05,'101916106,E,A,'101916,LOMAX EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'KG - 05,'101916107,E,A,'101916,LEO A RIZZUTO EL,LA PORTE ISD,HARRIS,N,N
'101,'04,'09 - 12,'101917001,S,B,'101917,PASADENA H S,PASADENA ISD,HARRIS,N,N
'101,'04,'09 - 12,'101917002,S,B,'101917,SAM RAYBURN H S,PASADENA ISD,HARRIS,N,N
'101,'04,'09 - 12,'101917003,S,C,'101917,SOUTH HOUSTON H S,PASADENA ISD,HARRIS,N,N
'101,'04,'09 - 12,'101917004,S,B,'101917,DOBIE H S,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 12,'101917007,S,A,'101917,TEGELER CAREER CENTER,PASADENA ISD,HARRIS,N,Y
'101,'04,'10 - 12,'101917012,S,Not Rated,'101917,EXCEL ACADEMY (JJAEP),PASADENA ISD,HARRIS,N,N
'101,'04,'09 - 12,'101917013,S,B,'101917,PASADENA MEMORIAL H S,PASADENA ISD,HARRIS,N,N
'101,'04,'09 - 12,'101917014,S,Not Rated,'101917,THE SUMMIT (HIGH SCHOOL),PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 12,'101917016,B,A,'101917,DR KIRK LEWIS CAREER AND TECHNICAL H S,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917041,M,A,'101917,BEVERLY HILLS INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917042,M,B,'101917,JACKSON INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917043,M,B,'101917,PARK VIEW INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917044,M,B,'101917,QUEENS INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917045,M,B,'101917,SAN JACINTO INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917046,M,B,'101917,SOUTH HOUSTON INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917047,M,B,'101917,SOUTHMORE INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917048,M,A,'101917,MILLER INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917049,M,B,'101917,THOMPSON INT,PASADENA ISD,HARRIS,N,N
'101,'04,'07 - 08,'101917051,M,A,'101917,BONDY INT,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 08,'101917055,M,Not Rated,'101917,THE SUMMIT (INTERMEDIATE),PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917101,E,B,'101917,BAILEY EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917102,E,C,'101917,FISHER EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917103,E,B,'101917,FREEMAN EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917104,E,B,'101917,GARDENS EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917105,E,B,'101917,GARFIELD EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917106,E,B,'101917,GENOA EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917107,E,B,'101917,GOLDEN ACRES EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917108,E,B,'101917,PEARL HALL EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917109,E,C,'101917,JESSUP EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917110,E,B,'101917,KRUSE EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917111,E,A,'101917,MEADOR EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917112,E,B,'101917,PARKS EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917113,E,B,'101917,POMEROY EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917114,E,B,'101917,RED BLUFF EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917115,E,Not Rated: Senate Bill 1365,'101917,RICHEY EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917116,E,B,'101917,L F SMITH EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917117,E,B,'101917,MAE SMYTHE EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917118,E,C,'101917,SOUTH HOUSTON EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917119,E,C,'101917,SOUTH SHAVER EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917120,E,C,'101917,WILLIAMS EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917122,E,B,'101917,MCMASTERS EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917123,E,Not Rated: Senate Bill 1365,'101917,STUCHBERY EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917124,E,A,'101917,ATKINSON EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917125,E,A,'101917,JENSEN EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917126,E,C,'101917,BURNETT EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917127,E,A,'101917,FRAZIER EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917128,E,B,'101917,TEAGUE EL,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917129,E,B,'101917,MOORE EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917130,E,B,'101917,YOUNG EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917131,E,A,'101917,SPARKS EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917132,E,A,'101917,TURNER EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917133,E,B,'101917,MORALES EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917134,E,B,'101917,MATTHYS EL,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917135,M,A,'101917,MORRIS MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917136,M,C,'101917,DE ZAVALA MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'PK - 04,'101917137,E,B,'101917,LAURA WELCH BUSH EL,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917138,E,A,'101917,SOUTH BELT EL,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917139,M,B,'101917,CARTER LOMAX MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917140,M,A,'101917,MELILLO MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917141,M,C,'101917,EARNESTEEN MILSTEAD MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917142,M,B,'101917,RICK SCHNEIDER MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917143,M,C,'101917,BOBBY SHAW MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917144,M,C,'101917,KELLER MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917145,M,C,'101917,MARSHALL KENDRICK MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917146,M,B,'101917,NELDA SULLIVAN MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'05 - 06,'101917147,M,B,'101917,FRED ROBERTS MIDDLE,PASADENA ISD,HARRIS,N,N
'101,'04,'EE - 04,'101917148,E,B,'101917,THOMAS HANCOCK EL,PASADENA ISD,HARRIS,N,N
'101,'04,'09 - 12,'101919001,S,Not Rated: Senate Bill 1365,'101919,SPRING H S,SPRING ISD,HARRIS,N,N
'101,'04,'09 - 12,'101919002,S,Not Rated: Senate Bill 1365,'101919,WESTFIELD H S,SPRING ISD,HARRIS,N,N
'101,'04,'09 - 12,'101919003,S,Not Rated: Senate Bill 1365,'101919,ANDY DEKANEY H S,SPRING ISD,HARRIS,N,N
'101,'04,'09 - 12,'101919018,S,A,'101919,CARL WUNSCHE SR H S,SPRING ISD,HARRIS,N,N
'101,'04,'09 - 12,'101919021,S,A,'101919,SPRING EARLY COLLEGE ACADEMY,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 12,'101919022,B,Not Rated,'101919,RICHEY ACADEMY,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919043,M,C,'101919,EDWIN M WELLS MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919044,M,Not Rated: Senate Bill 1365,'101919,DUEITT MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919045,M,B,'101919,TWIN CREEKS MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919046,M,C,'101919,BAMMEL MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919047,M,C,'101919,STELLE CLAUGHTON MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919048,M,C,'101919,RICKEY C BAILEY MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919050,M,A,'101919,EDWARD ROBERSON MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919051,M,C,'101919,SPRINGWOODS VILLAGE MIDDLE,SPRING ISD,HARRIS,N,N
'101,'04,'06 - 08,'101919052,M,B,'101919,SPRING LEADERSHIP ACADEMY,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919102,E,B,'101919,BAMMEL EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919103,E,B,'101919,PONDEROSA EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919104,E,B,'101919,JOHN WINSHIP EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919105,E,C,'101919,PAT REYNOLDS EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919106,E,B,'101919,MEYER EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919107,E,B,'101919,MILDRED JENKINS EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919108,E,B,'101919,PEARL M HIRSCH EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919109,E,A,'101919,ANDERSON EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919110,E,B,'101919,JOAN LINK EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919111,E,B,'101919,SMITH EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919112,E,B,'101919,BENEKE EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919114,E,B,'101919,DELORAS E THOMPSON EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919115,E,B,'101919,HERITAGE EL,SPRING ISD,HARRIS,N,N
'101,'04,'KG - 05,'101919116,E,C,'101919,CLARK INT,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919117,E,B,'101919,SALYERS EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919119,E,B,'101919,CHET BURCHETT EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919120,E,B,'101919,MILTON COOPER EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919121,E,A,'101919,GINGER MCNABB EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919122,E,C,'101919,NORTHGATE EL,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919123,E,A,'101919,DONNA LEWIS EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919124,E,B,'101919,CAROLEE BOOKER ELEMENTARY,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 05,'101919125,E,B,'101919,HOYLAND EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919126,E,B,'101919,RALPH EICKENROHT EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919127,E,B,'101919,HELEN MAJOR EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 05,'101919128,E,B,'101919,GLORIA MARSHALL EL,SPRING ISD,HARRIS,N,N
'101,'04,'EE - 01,'101919129,E,C,'101919,CLARK PRI,SPRING ISD,HARRIS,N,N
'101,'04,'PK - 03,'101919130,E,B,'101919,THE SCHOOL FOR INTERNATIONAL STUDIES AT BAMMEL,SPRING ISD,HARRIS,N,N
'101,'04,'09 - 12,'101920001,S,A,'101920,MEMORIAL H S,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'09 - 12,'101920003,S,C,'101920,SPRING WOODS H S,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'09 - 12,'101920005,S,Not Rated: Senate Bill 1365,'101920,NORTHBROOK H S,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'09 - 12,'101920006,S,B,'101920,STRATFORD H S,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'09 - 09,'101920010,S,Not Rated,'101920,HARRIS CO J J A E P,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 12,'101920014,B,A,'101920,WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'01 - 12,'101920018,B,A,'101920,SPRING BRANCH ACADEMIC INSTITUTE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'05 - 08,'101920041,M,C,'101920,LANDRUM MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920042,M,A,'101920,MEMORIAL MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920043,M,B,'101920,SPRING BRANCH MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920044,M,Not Rated: Senate Bill 1365,'101920,SPRING WOODS MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920045,M,B,'101920,SPRING FOREST MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920046,M,B,'101920,SPRING OAKS MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920047,M,B,'101920,NORTHBROOK MIDDLE,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'06 - 08,'101920048,M,A,'101920,CORNERSTONE ACADEMY,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'EE - EE,'101920101,E,Not Rated,'101920,BENDWOOD SCHOOL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920102,E,A,'101920,BUNKER HILL EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920103,E,B,'101920,EDGEWOOD EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920104,E,A,'101920,FROSTWOOD EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920105,E,B,'101920,HOLLIBROOK EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920106,E,B,'101920,HOUSMAN EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920107,E,A,'101920,HUNTERS CREEK EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'EE - 05,'101920108,E,B,'101920,MEADOW WOOD EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920109,E,A,'101920,MEMORIAL DRIVE EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920110,E,B,'101920,PINE SHADOWS EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920111,E,B,'101920,RIDGECREST EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920112,E,A,'101920,RUMMEL CREEK EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920113,E,C,'101920,SHADOW OAKS EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920114,E,A,'101920,SPRING BRANCH EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920115,E,A,'101920,VALLEY OAKS EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920116,E,B,'101920,WESTWOOD EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920117,E,B,'101920,WOODVIEW EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920118,E,A,'101920,WILCHESTER EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920119,E,C,'101920,SHERWOOD EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920120,E,B,'101920,SPRING SHADOWS EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920121,E,B,'101920,NOTTINGHAM EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920122,E,B,'101920,TERRACE EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920123,E,B,'101920,THORNWOOD EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - 05,'101920124,E,B,'101920,CEDAR BROOK EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920125,E,C,'101920,TREASURE FOREST EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'KG - 05,'101920126,E,B,'101920,BUFFALO CREEK EL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'EE - PK,'101920128,E,A,'101920,THE WILDCAT WAY SCHOOL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - PK,'101920129,E,B,'101920,THE PANDA PATH SCHOOL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - PK,'101920130,E,B,'101920,THE LION LANE SCHOOL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'EE - PK,'101920131,E,A,'101920,THE BEAR BLVD SCHOOL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'PK - PK,'101920132,E,B,'101920,THE TIGER TRAIL SCHOOL,SPRING BRANCH ISD,HARRIS,N,N
'101,'04,'09 - 12,'101921001,S,A,'101921,TOMBALL H S,TOMBALL ISD,HARRIS,N,N
'101,'04,'09 - 12,'101921002,S,A,'101921,TOMBALL MEMORIAL H S,TOMBALL ISD,HARRIS,N,N
'101,'04,'09 - 12,'101921005,S,A,'101921,TOMBALL STAR ACADEMY,TOMBALL ISD,HARRIS,N,N
'101,'04,'07 - 08,'101921042,M,B,'101921,TOMBALL J H,TOMBALL ISD,HARRIS,N,N
'101,'04,'07 - 08,'101921043,M,A,'101921,WILLOW WOOD J H,TOMBALL ISD,HARRIS,N,N
'101,'04,'06 - 08,'101921044,M,A,'101921,CREEKSIDE PARK J H,TOMBALL ISD,HARRIS,N,N
'101,'04,'07 - 08,'101921045,M,A,'101921,GRAND LAKES J H,TOMBALL ISD,HARRIS,N,N
'101,'04,'EE - 04,'101921102,E,B,'101921,DECKER PRAIRIE EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'EE - 04,'101921103,E,A,'101921,LAKEWOOD EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'05 - 06,'101921105,M,A,'101921,TOMBALL INT,TOMBALL ISD,HARRIS,N,N
'101,'04,'KG - 04,'101921107,E,A,'101921,WILLOW CREEK EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'EE - 04,'101921108,E,B,'101921,TOMBALL EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'05 - 06,'101921109,M,A,'101921,NORTHPOINTE INT,TOMBALL ISD,HARRIS,N,N
'101,'04,'EE - 04,'101921110,E,B,'101921,ROSEHILL EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'PK - 04,'101921111,E,A,'101921,CANYON POINTE EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'KG - 05,'101921112,E,A,'101921,CREEKSIDE FOREST EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'KG - 05,'101921113,E,A,'101921,TIMBER CREEK EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'EE - 04,'101921114,E,A,'101921,WILDWOOD EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'KG - 05,'101921115,E,A,'101921,CREEKVIEW EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'05 - 06,'101921116,M,A,'101921,OAKCREST INT,TOMBALL ISD,HARRIS,N,N
'101,'04,'EE - 04,'101921117,E,A,'101921,GRAND OAKS EL,TOMBALL ISD,HARRIS,N,N
'101,'04,'09 - 12,'101924001,S,B,'101924,C E KING H S,SHELDON ISD,HARRIS,N,N
'101,'04,'09 - 12,'101924012,S,B,'101924,KASE ACADEMY,SHELDON ISD,HARRIS,N,Y
'101,'04,'08 - 12,'101924014,S,Not Rated,'101924,HIGH POINT EAST,SHELDON ISD,HARRIS,N,N
'101,'04,'06 - 08,'101924041,M,C,'101924,C E KING MIDDLE,SHELDON ISD,HARRIS,N,N
'101,'04,'06 - 08,'101924043,M,Not Rated: Senate Bill 1365,'101924,MICHAEL R NULL MIDDLE,SHELDON ISD,HARRIS,N,N
'101,'04,'01 - 05,'101924102,E,B,'101924,ROYALWOOD EL,SHELDON ISD,HARRIS,N,N
'101,'04,'01 - 05,'101924104,E,B,'101924,L E MONAHAN EL,SHELDON ISD,HARRIS,N,N
'101,'04,'EE - KG,'101924107,E,B,'101924,STEPHANIE CRAVENS EARLY CHILDHOOD,SHELDON ISD,HARRIS,N,N
'101,'04,'01 - 05,'101924108,E,B,'101924,SHELDON EL,SHELDON ISD,HARRIS,N,N
'101,'04,'01 - 05,'101924109,E,B,'101924,H M CARROLL EL,SHELDON ISD,HARRIS,N,N
'101,'04,'EE - KG,'101924110,E,B,'101924,SHELDON EARLY CHILDHOOD ACADEMY,SHELDON ISD,HARRIS,N,N
'101,'04,'01 - 05,'101924111,E,B,'101924,GARRETT EL,SHELDON ISD,HARRIS,N,N
'101,'04,'01 - 05,'101924112,E,C,'101924,SHELDON LAKE EL,SHELDON ISD,HARRIS,N,N
'101,'04,'09 - 12,'101925001,S,B,'101925,HARGRAVE H S,HUFFMAN ISD,HARRIS,N,N
'101,'04,'08 - 12,'101925004,S,Not Rated,'101925,EXCEL ACADEMY,HUFFMAN ISD,HARRIS,N,N
'101,'04,'06 - 08,'101925041,M,C,'101925,HUFFMAN MIDDLE,HUFFMAN ISD,HARRIS,N,N
'101,'04,'EE - 05,'101925103,E,B,'101925,HUFFMAN EL,HUFFMAN ISD,HARRIS,N,N
'101,'04,'KG - 05,'101925104,E,B,'101925,FALCON RIDGE EL,HUFFMAN ISD,HARRIS,N,N
'102,'07,'PK - 08,'102901103,E,C,'102901,GEORGE WASHINGTON CARVER EL,KARNACK ISD,HARRISON,N,N
'102,'07,'09 - 12,'102902001,S,C,'102902,MARSHALL H S,MARSHALL ISD,HARRISON,N,N
'102,'07,'07 - 12,'102902006,S,Not Rated: Senate Bill 1365,'102902,MARSHALL EARLY GRADUATION SCHOOL,MARSHALL ISD,HARRISON,N,N
'102,'07,'06 - 08,'102902041,M,B,'102902,MARSHALL J H,MARSHALL ISD,HARRISON,N,N
'102,'07,'KG - 05,'102902103,E,Not Rated: Senate Bill 1365,'102902,CROCKETT EL,MARSHALL ISD,HARRISON,N,N
'102,'07,'KG - 05,'102902107,E,A,'102902,SAM HOUSTON EL,MARSHALL ISD,HARRISON,N,N
'102,'07,'KG - 05,'102902108,E,B,'102902,WM B TRAVIS EL,MARSHALL ISD,HARRISON,N,N
'102,'07,'EE - PK,'102902110,E,A,'102902,MARSHALL ECH CTR,MARSHALL ISD,HARRISON,N,N
'102,'07,'KG - 05,'102902116,E,Not Rated: Senate Bill 1365,'102902,PRICE T YOUNG EL,MARSHALL ISD,HARRISON,N,N
'102,'07,'09 - 12,'102903002,S,B,'102903,WASKOM H S,WASKOM ISD,HARRISON,N,N
'102,'07,'06 - 08,'102903041,M,B,'102903,WASKOM MIDDLE,WASKOM ISD,HARRISON,N,N
'102,'07,'PK - 05,'102903103,E,B,'102903,WASKOM EL,WASKOM ISD,HARRISON,N,N
'102,'07,'09 - 12,'102904002,S,A,'102904,HALLSVILLE H S,HALLSVILLE ISD,HARRISON,N,N
'102,'07,'03 - 12,'102904010,B,B,'102904,TEXAS VIRTUAL ACADEMY AT HALLSVILLE,HALLSVILLE ISD,HARRISON,N,Y
