School_Name,District_Name,Chronic_Absenteeism_Rate,Dropout_0708,Dropout_0912,SAT_Avg,ACT_Avg,Teacher_Student_Ratio,Meets_GL_STD
KIPP POLARIS ACADEMY FOR BOYS,KIPP TEXAS PUBLIC SCHOOLS,4.3,1.1,.,.,.,16.4,23
KIPP PRIME COLLEGE PREPARATORY,KIPP TEXAS PUBLIC SCHOOLS,3.8,0,.,.,.,25.4,26
KIPP SHARP PREP,KIPP TEXAS PUBLIC SCHOOLS,0.2,.,.,.,.,26.5,44
KIPP SHARPSTOWN COLEGE PREP,KIPP TEXAS PUBLIC SCHOOLS,1.6,0,.,.,.,20.7,44
KIPP SHINE PREP,KIPP TEXAS PUBLIC SCHOOLS,0.8,.,.,.,.,22.5,43
KIPP SOMOS H S,KIPP TEXAS PUBLIC SCHOOLS,9.4,.,2.5,.,.,11.1,43
KIPP SPIRIT COLLEGE PREP,KIPP TEXAS PUBLIC SCHOOLS,3.1,0,.,.,.,23.4,18
KIPP SUNNYSIDE H S,KIPP TEXAS PUBLIC SCHOOLS,7.7,.,1.5,917,17.7,17.6,47
KIPP TRUTH ACADEMY,KIPP TEXAS PUBLIC SCHOOLS,3.5,1.6,.,.,.,23.7,22
KIPP TRUTH EL,KIPP TEXAS PUBLIC SCHOOLS,6.9,.,.,.,.,22.5,10
KIPP UN MUNDO PRI,KIPP TEXAS PUBLIC SCHOOLS,9.4,.,.,.,.,14.2,16
KIPP UNITY PRI,KIPP TEXAS PUBLIC SCHOOLS,1.1,.,.,.,.,25.1,52
KIPP UNIVERSITY PREP H S,KIPP TEXAS PUBLIC SCHOOLS,7.5,.,2.3,928,16.9,12.4,36
KIPP VOYAGE ACADEMY FOR GIRLS,KIPP TEXAS PUBLIC SCHOOLS,4.4,0.6,.,.,.,17.6,25
KIPP ZENITH ACADEMY,KIPP TEXAS PUBLIC SCHOOLS,4,.,.,.,.,23.7,16
KIRBY MIDDLE,JUDSON ISD,11.6,1.3,.,.,.,10.5,19
KIRBY MIDDLE,WICHITA FALLS ISD,8.7,0.7,.,.,.,10.8,15
KIRBYVILLE EL,KIRBYVILLE CISD,4.9,.,.,.,.,16.2,39
KIRBYVILLE H S,KIRBYVILLE CISD,6.3,.,0.2,1034,20.1,11,62
KIRBYVILLE J H,KIRBYVILLE CISD,7,0.4,.,.,.,12.3,46
KIRK EL,CYPRESS-FAIRBANKS ISD,3.6,.,.,.,.,14,28
KIRKPATRICK EL,FORT WORTH ISD,4.8,.,.,.,.,16,12
KIRKPATRICK MIDDLE,FORT WORTH ISD,5.4,2.2,.,.,.,14.7,16
KIRKSEY EL,BOOKER ISD,1.4,.,.,.,.,11.6,63
KITTY HAWK MIDDLE,JUDSON ISD,6.1,0.5,.,.,.,14.9,27
KLEB INT,KLEIN ISD,5.4,2.4,.,.,.,16.5,48
KLEBERG EL,DALLAS ISD,4,.,.,.,.,17.5,31
KLEIN CAIN H S,KLEIN ISD,7.6,.,2.1,1013,24.5,16.9,59
KLEIN COLLINS H S,KLEIN ISD,9.2,.,1.1,990,23.7,16.3,57
KLEIN FOREST H S,KLEIN ISD,21.8,.,4.1,884,20.6,13.2,30
KLEIN H S,KLEIN ISD,10.4,.,0.9,1022,25.2,15.4,68
KLEIN INT,KLEIN ISD,11.6,1.7,.,.,.,12.4,20
KLEIN OAK H S,KLEIN ISD,8,.,1.3,1031,24.4,16.5,60
KLEIN ROAD EL,NEW BRAUNFELS ISD,2,.,.,.,.,16.3,43
KLENK EL,KLEIN ISD,2.8,.,.,.,.,12.4,29
KLENTZMAN INT,ALIEF ISD,7,.,.,.,.,11.7,15
KLINE WHITIS EL,LAMPASAS ISD,3.6,.,.,.,.,12.9,47
KLONDIKE ISD,KLONDIKE ISD,0.9,0,0,.,21.9,10.7,79
KNIPPA SCHOOL,KNIPPA ISD,3.1,1.3,1,1153,24.2,11.4,56
KNOWLTON EL,NORTHSIDE ISD,3.8,.,.,.,.,13,15
KNOX CITY SCHOOL,KNOX CITY-O'BRIEN CISD,2.7,0,0,-1,18.5,8.6,47
KNOX EARLY CHILDHOOD CAMPUS,SAN ANTONIO ISD,.,.,.,.,.,10.8,.
KNOX J H,CONROE ISD,4.1,0.3,.,.,.,18.1,62
KNOX WILEY MIDDLE,LEANDER ISD,4.4,0.3,.,.,.,13.3,38
KOCUREK EL,AUSTIN ISD,9.3,.,.,.,.,12.8,21
KOENNECKE EL,SEGUIN ISD,2.6,.,.,.,.,14.2,33
KOHFELDT EL,TEXAS CITY ISD,6.2,.,.,.,.,13.5,36
KOHLBERG EL,EL PASO ISD,3.4,.,.,.,.,12.6,26
KOHRVILLE EL,KLEIN ISD,3.1,.,.,.,.,12.9,33
KOLDA EL,CORPUS CHRISTI ISD,1.4,.,.,.,.,17.5,51
KOLTER EL,HOUSTON ISD,2.1,.,.,.,.,19.7,73
KOOKEN ED CTR,ARLINGTON ISD,.,.,.,.,.,23.5,.
KOPPERL SCHOOL,KOPPERL ISD,9.3,0,7.4,948,.,10.2,34
KOSTORYZ EL,CORPUS CHRISTI ISD,6.5,.,.,.,.,14.5,36
KOUNTZE EL,KOUNTZE ISD,7.6,.,.,.,.,14.4,.
KOUNTZE H S,KOUNTZE ISD,6.7,.,0.6,915,-1,10.3,44
KOUNTZE INT,KOUNTZE ISD,5.2,.,.,.,.,14.3,37
KOUNTZE MIDDLE,KOUNTZE ISD,6.2,1,.,.,.,13.8,29
KRAHN EL,KLEIN ISD,3.2,.,.,.,.,14.5,46
KRAUSE EL,BRENHAM ISD,2.6,.,.,.,.,11.6,30
KREINHOP EL,KLEIN ISD,2.4,.,.,.,.,14,48
KRESS EL,KRESS ISD,2.5,.,.,.,.,10.3,29
KRESS H S,KRESS ISD,6.3,0,2.2,999,.,8.9,44
KRIEWALD RD EL,SOUTHWEST ISD,1.4,.,.,.,.,12.5,37
KRIMMEL INTERMED,KLEIN ISD,3,0.3,.,-1,.,15.4,53
KRUEGER EL,NORTHSIDE ISD,2.3,.,.,.,.,13.7,36
KRUEGER MIDDLE,NORTH EAST ISD,8.9,1.5,.,.,.,11.9,38
KRUM EARLY EDUCATION CENTER,KRUM ISD,3.3,.,.,.,.,15.2,.
KRUM H S,KRUM ISD,9.6,.,1,1005,23.7,14.1,56
KRUM MIDDLE,KRUM ISD,4.3,0.6,.,.,.,13.1,44
KRUSE EL,PASADENA ISD,5.5,.,.,.,.,12.5,16
KUEHNLE EL,KLEIN ISD,2.1,.,.,.,.,15.3,57
KUENTZ EL,NORTHSIDE ISD,1.8,.,.,.,.,13.6,37
KUJAWA EC/PK/K,ALDINE ISD,.,.,.,.,.,16.1,.
KUJAWA EL,ALDINE ISD,4.4,.,.,.,.,14.1,11
KURTH PRI,LUFKIN ISD,3.9,.,.,.,.,14,.
KYLE EL,HAYS CISD,4.6,.,.,.,.,14,37
L A GILILLAND EL,EAGLE MT-SAGINAW ISD,4.5,.,.,.,.,14.1,32
L B J EL,EDCOUCH-ELSA ISD,0.4,.,.,.,.,15.1,17
L B JOHNSON EL,EDGEWOOD ISD,7.1,.,.,.,.,15.6,15
L B JOHNSON EL,ECTOR COUNTY ISD,7.9,.,.,.,.,20.2,23
L B JOHNSON EL,EDINBURG CISD,4.8,.,.,.,.,13.6,25
L C Y C,LUBBOCK-COOPER ISD,-1,.,-1,.,.,.,.
L E MONAHAN EL,SHELDON ISD,2.9,.,.,.,.,15.8,15
L F SMITH EL,PASADENA ISD,4.3,.,.,.,.,12.5,25
L G ALARCON EL,SAN ELIZARIO ISD,3.9,.,.,.,.,13.5,0
L G PINKSTON H S,DALLAS ISD,23.5,2.4,5.5,833,13.8,16,13
L L HOTCHKISS EL,DALLAS ISD,9.1,.,.,.,.,15,27
L O DONALD EL,DALLAS ISD,1.9,.,.,.,.,12.4,49
L P WATERS EARLY CHILDHOOD CENTER,GREENVILLE ISD,.,.,.,.,.,15,.
L V STOCKARD MIDDLE,DALLAS ISD,9.5,1.4,.,.,.,13.2,19
LA ACADEMIA DE ESTRELLAS,LA ACADEMIA DE ESTRELLAS,0.8,.,.,.,.,19.8,13
LA ACADEMIA DE ESTRELLAS MIDDLE,LA ACADEMIA DE ESTRELLAS,.,0.5,.,.,.,12,29
LA ENCANTADA EL,SAN BENITO CISD,1.7,.,.,.,.,17.1,23
LA FE PREPARATORY SCHOOL,LA FE PREPARATORY SCHOOL,7.2,.,.,.,.,10.6,-1
LA FERIA ACADEMY,LA FERIA ISD,31.4,.,14.5,.,.,8.2,0
LA FERIA H S,LA FERIA ISD,8.9,.,1.7,1078,19.7,14.4,63
LA GLORIA EL,LA GLORIA ISD,8.3,.,.,.,.,11.8,21
LA GRANGE EL,LA GRANGE ISD,3.3,.,.,.,.,14.6,32
LA GRANGE H S,LA GRANGE ISD,6.1,.,0.6,1030,21.3,11.2,57
LA GRANGE MIDDLE,LA GRANGE ISD,5.4,0,.,.,.,13.1,53
LA JOYA H S,LA JOYA ISD,25.5,.,6.5,1138,16.2,13.3,91
LA JOYA ISD HEAD START PROGRAM,LA JOYA ISD,.,.,.,.,.,20,.
LA JOYA PALMVIEW H S,LA JOYA ISD,29.5,.,5.9,1163,18.1,14.8,10
LA MARQUE H S,TEXAS CITY ISD,31.2,.,8.7,851,-1,13.6,31
LA MARQUE MIDDLE,TEXAS CITY ISD,18.2,4.7,.,.,.,14.9,15
LA MESA EL,PLAINVIEW ISD,12.7,.,.,.,.,15,46
LA PALOMA EL,SAN BENITO CISD,5.1,.,.,.,.,16,24
LA PORTE EL,LA PORTE ISD,7.2,.,.,.,.,17.6,47
LA PORTE H S,LA PORTE ISD,16.5,.,0.7,940,20.9,16.4,50
LA PORTE J H,LA PORTE ISD,7.7,0,.,.,.,15.5,42
LA PROMESA,ALDINE ISD,.,.,.,.,.,12.5,.
LA PRYOR EL,LA PRYOR ISD,3,.,.,.,.,11.6,23
LA PRYOR H S,LA PRYOR ISD,10.9,0,2,.,13.1,8.2,22
LA UNION EL,RIO GRANDE CITY GRULLA ISD,3.8,.,.,.,.,10.2,-1
LA VEGA EL,LA VEGA ISD,4.9,.,.,.,.,16.4,23
LA VEGA H S,LA VEGA ISD,9.8,.,1.2,911,16.4,15.2,36
LA VEGA INT H P MILES CAMPUS,LA VEGA ISD,5.3,.,.,.,.,14.2,27
LA VEGA J H GEORGE DIXON CAMPUS,LA VEGA ISD,6.1,0.4,.,.,.,13.6,27
LA VEGA PRI PHIL BANCALE CAMPUS,LA VEGA ISD,-1,.,.,.,.,15.6,.
LA VERNIA H S,LA VERNIA ISD,9,.,0.4,1001,23.3,14.2,75
LA VERNIA INT,LA VERNIA ISD,1.8,.,.,.,.,14.5,57
LA VERNIA J H,LA VERNIA ISD,4.1,0.2,.,.,.,17.7,53
LA VERNIA PRI,LA VERNIA ISD,3.6,.,.,.,.,15.6,.
LA VILLA EARLY COLLEGE H S,LA VILLA ISD,13.2,.,3.5,.,.,9.5,33
LA VILLA MIDDLE,LA VILLA ISD,7.3,4.1,.,.,.,12.2,7
LA VILLITA EL,CARROLLTON-FARMERS BRANCH ISD,3,.,.,.,.,18.1,34
LABAY MIDDLE,CYPRESS-FAIRBANKS ISD,4.3,1.2,.,.,.,15.4,46
LACKLAND EL,LACKLAND ISD,4.5,.,.,.,.,10.3,46
LACOSTE EL,MEDINA VALLEY ISD,4.8,.,.,.,.,13.8,39
LACY EL,PRINCETON ISD,2.7,.,.,.,.,14.6,45
LADERA EL,MEDINA VALLEY ISD,.,.,.,.,.,14.1,.
LADY BIRD JOHNSON MIDDLE,IRVING ISD,5.2,0.1,.,.,.,14.1,22
LAGO VISTA EL,LAGO VISTA ISD,4.2,.,.,.,.,13,41
LAGO VISTA H S,LAGO VISTA ISD,9.6,.,0.7,1149,20.3,16.1,59
LAGO VISTA INT,LAGO VISTA ISD,3.1,.,.,.,.,13.6,41
LAGO VISTA MIDDLE,LAGO VISTA ISD,2.9,0,.,.,.,17.2,37
LAGOS EL,MANOR ISD,3.3,.,.,.,.,14.5,19
LAKE AIR MONTESSORI SCHOOL,WACO ISD,0.7,0,.,.,.,14.1,24
LAKE BELTON H S,BELTON ISD,.,.,0.6,.,.,14.4,67
LAKE BELTON MIDDLE,BELTON ISD,5.6,0.2,.,.,.,15.9,51
LAKE COUNTRY EL,EAGLE MT-SAGINAW ISD,.,.,.,.,.,17.8,.
LAKE CREEK H S,MONTGOMERY ISD,8.5,.,0.3,1076,23,16.9,72
LAKE DALLAS EL,LAKE DALLAS ISD,3.3,.,.,.,.,12,29
LAKE DALLAS H S,LAKE DALLAS ISD,9.5,.,0,1073,20.6,15.3,56
LAKE DALLAS MIDDLE,LAKE DALLAS ISD,4.3,0,.,.,.,14.1,39
LAKE GRANBURY ACADEMY,LAKE GRANBURY ACADEMY CHARTER SCHOOL,-1,.,-1,.,.,26.9,.
LAKE HIGHLANDS EL,RICHARDSON ISD,1.9,.,.,.,.,12.4,49
LAKE HIGHLANDS H S,RICHARDSON ISD,12,.,3,1163,19.5,13.9,53
LAKE HIGHLANDS J H,RICHARDSON ISD,5.6,2.6,.,.,.,12.7,48
LAKE JACKSON INT,BRAZOSPORT ISD,5.9,0.4,.,.,.,17.4,43
LAKE OLYMPIA MIDDLE,FORT BEND ISD,3.5,0.6,.,.,.,14.5,19
LAKE POINTE EL,EAGLE MT-SAGINAW ISD,2.5,.,.,.,.,13.6,49
LAKE POINTE EL,LAKE TRAVIS ISD,2.1,.,.,.,.,16.9,68
LAKE TRAVIS EL,LAKE TRAVIS ISD,2.8,.,.,.,.,16.5,33
LAKE TRAVIS H S,LAKE TRAVIS ISD,11.1,.,0.6,1169,25.6,18.4,71
LAKE TRAVIS MIDDLE,LAKE TRAVIS ISD,3,0,.,.,.,15.7,55
LAKE VIEW H S,SAN ANGELO ISD,17,.,3.5,877,-1,14.6,31
LAKE WORTH H S,LAKE WORTH ISD,18.9,.,3.6,947,.,15.2,30
LAKELAND EL,LEWISVILLE ISD,2.2,.,.,.,.,11.5,18
LAKELAND EL,HUMBLE ISD,5.5,.,.,.,.,13.3,17
LAKERIDGE EL,CEDAR HILL ISD,7.7,.,.,.,.,12.5,31
LAKESHORE EL,HUMBLE ISD,3,.,.,.,.,15.6,28
LAKESIDE EL,COPPELL ISD,0.3,.,.,.,.,15,58
LAKEVIEW CENTENNIAL H S,GARLAND ISD,9.3,.,0.9,968,19.7,17.1,52
LAKEVIEW EL,NORTHWEST ISD,0.2,.,.,.,.,14.7,69
LAKEVIEW EL,LITTLE ELM ISD,3,.,.,.,.,13.7,45
LAKEVIEW EL,FORT BEND ISD,4.7,.,.,.,.,10.1,33
LAKEVIEW EL,PORT ARTHUR ISD,2.5,.,.,.,.,16.8,20
LAKEVIEW EL,MABANK ISD,2.8,.,.,.,.,13.2,50
LAKEVIEW EL,CANYON ISD,4.1,.,.,.,.,12.7,39
LAKEVIEW MIDDLE,LEWISVILLE ISD,5.3,0.2,.,.,.,9,26
LAKEWAY EL,LAKE TRAVIS ISD,3.1,.,.,.,.,14.5,63
LAKEWOOD EL,BELTON ISD,2.7,.,.,.,.,15.8,58
LAKEWOOD EL,DALLAS ISD,1.4,.,.,.,.,14.9,84
LAKEWOOD EL,TOMBALL ISD,1.4,.,.,.,.,14.6,52
LAKEWOOD EL,HURST-EULESS-BEDFORD ISD,3.4,.,.,.,.,15.8,46
LAMAR ACADEMY,MCALLEN ISD,39.4,.,1.3,1036,-1,4.4,40
LAMAR BRUNI VERGARA MIDDLE,UNITED ISD,6.4,2.5,.,.,.,15.8,59
LAMAR CONS H S,LAMAR CISD,13.3,.,0.9,913,18.8,17.7,51
LAMAR COUNTY HEAD START,PARIS ISD,.,.,.,.,.,16.5,.
LAMAR EARLY EE-KG,ECTOR COUNTY ISD,.,.,.,.,.,21.6,.
LAMAR EL,SAN ANTONIO ISD,4.9,.,.,.,.,11.8,20
LAMAR EL,HARLINGEN CISD,3.1,.,.,.,.,13.7,22
LAMAR EL,NEW BRAUNFELS ISD,2.7,.,.,.,.,13.4,55
LAMAR EL,EL PASO ISD,2.5,.,.,.,.,11.6,19
LAMAR EL,PAMPA ISD,5.2,.,.,.,.,14.6,39
LAMAR EL,DENISON ISD,1.5,.,.,.,.,15,36
LAMAR EL,GOOSE CREEK CISD,5.4,.,.,.,.,13,30
LAMAR EL,GREENVILLE ISD,5.8,.,.,.,.,13.2,34
LAMAR EL,MIDLAND ISD,11.3,.,.,.,.,16.8,20
LAMAR EL,CONROE ISD,3.4,.,.,.,.,16.2,48
LAMAR EL,AMARILLO ISD,4.6,.,.,.,.,10.3,40
LAMAR EL,SAN ANGELO ISD,4,.,.,.,.,15.1,42
LAMAR EL,SAN FELIPE-DEL RIO CISD,6.9,.,.,.,.,16.4,26
LAMAR EL,WICHITA FALLS ISD,6.1,.,.,.,.,13.7,23
LAMAR H S,HOUSTON ISD,8.8,.,1.5,1059,24.5,21.6,54
LAMAR H S,ARLINGTON ISD,19,-1,5.5,926,17.8,15.2,28
LAMAR J H,LAMAR CISD,7.2,0.6,.,-1,.,15.9,33
LAMAR M S,AUSTIN ISD,4.3,0.5,.,.,.,17.3,25
LAMAR MIDDLE,TEMPLE ISD,9.6,0.7,.,.,.,11.4,26
LAMAR MIDDLE,IRVING ISD,3.2,0,.,.,.,13.2,24
LAMAR MIDDLE,LEWISVILLE ISD,1,0,.,.,.,13.8,58
LAMAR MIDDLE,LAREDO ISD,8.4,0.2,.,.,.,15.8,13
LAMAR PRI,SULPHUR SPRINGS ISD,2,.,.,.,.,12.8,25
LAMESA SCHOOLS,LAMESA ISD,10.3,0.6,0.5,-1,18.1,12.7,23
LAMKIN EL,CYPRESS-FAIRBANKS ISD,3,.,.,.,.,15.6,34
LAMPASAS H S,LAMPASAS ISD,15.4,.,0.1,1102,19.7,13.7,60
LAMPASAS MIDDLE,LAMPASAS ISD,7,0,.,.,.,14.8,47
LANCASTER EL,YSLETA ISD,3.6,.,.,.,.,15.2,11
LANCASTER H S,LANCASTER ISD,6.9,.,0.1,936,15.5,16.3,41
LANCASTER MIDDLE,LANCASTER ISD,1.6,0,.,.,.,20.8,25
LANCE THOMPSON EL,NORTHWEST ISD,0.4,.,.,.,.,16.1,59
LANDERGIN EL,AMARILLO ISD,5.9,.,.,.,.,10.3,44
LANDIS EL,ALIEF ISD,7.1,.,.,.,.,11.9,21
LANDRUM MIDDLE,SPRING BRANCH ISD,10.2,1,.,.,.,17.7,25
LANDRY EL,CARROLLTON-FARMERS BRANCH ISD,4.1,.,.,.,.,14.5,27
LANE SCHOOL,ALDINE ISD,33.3,-1,3.3,.,.,1.2,.
LANEVILLE SCHOOL,LANEVILLE ISD,2.2,0,0,.,15,9.4,36
LANGFORD EL,AUSTIN ISD,3.9,.,.,.,.,10.7,5
LANGHAM CREEK H S,CYPRESS-FAIRBANKS ISD,10,.,1.4,1152,18.7,14.7,72
LANGHAM EL,NEDERLAND ISD,3.3,.,.,.,.,13.8,60
LANGLEY EL,NORTHSIDE ISD,1.7,.,.,.,.,15.5,33
LANGUAGE DEVELOPMENT CENTER,EAGLE PASS ISD,.,.,.,.,.,18.6,.
LANIER H S,SAN ANTONIO ISD,31.8,.,3.5,828,13.8,16.4,22
LANIER MIDDLE,HOUSTON ISD,1.7,5.2,.,.,.,21.3,75
LANNY FRASIER MIDDLE,MESQUITE ISD,4.1,0.4,.,.,.,15.7,36
LANSBERRY EL,TRINITY ISD,4.6,.,.,.,.,12.9,31
LANTERN LANE EL,FORT BEND ISD,2.9,.,.,.,.,12.1,24
LANTRIP EL,HOUSTON ISD,3.1,.,.,.,.,16.4,21
LAPOYNOR EL,LAPOYNOR ISD,3.6,.,.,.,.,10.7,35
LAPOYNOR H S,LAPOYNOR ISD,4.2,.,0,1014,.,11.1,60
LAPOYNOR J H,LAPOYNOR ISD,5,0,.,.,.,12.7,38
LARKSPUR EL,NORTH EAST ISD,11.9,.,.,.,.,13.6,21
LARKSPUR EL,LEANDER ISD,2.6,.,.,.,.,15.3,32
LARRY G SMITH EL,DALLAS ISD,4.8,.,.,.,.,15.2,33
LARSON EL,ARLINGTON ISD,15.4,.,.,.,.,14.1,13
LARUE MILLER EL,MIDLOTHIAN ISD,0.9,.,.,.,.,16.2,59
LAS AMERICAS,HOUSTON ISD,4.9,7.8,.,.,.,23.3,0
LAS COLINAS EL,CARROLLTON-FARMERS BRANCH ISD,1.7,.,.,.,.,14,42
LAS LOMAS EL,NORTH EAST ISD,2.2,.,.,.,.,14.2,54
LAS PALMAS EL,EDGEWOOD ISD,10.7,.,.,.,.,9.5,13
LAS PALMAS LEADERSHIP SCHOOL FOR GIRLS,EDGEWOOD ISD,.,.,.,.,.,15.1,.
LAS YESCAS EL,LOS FRESNOS CISD,5.9,.,.,.,.,14.5,27
LASA H S,AUSTIN ISD,2.2,.,0.1,1405,31.8,17.2,83
LASARA EL,LASARA ISD,3.1,0,.,.,.,12.6,23
LASARA H S,LASARA ISD,17.2,.,0,1077,.,7.3,25
LASATER EL,BROOKS COUNTY ISD,8.7,.,.,.,.,17,.
LATEXO EL,LATEXO ISD,4.9,.,.,.,.,13.5,32
LATEXO H S,LATEXO ISD,4.8,2.1,2.1,1064,18.1,8.8,57
LAURA B NEGLEY EL,HAYS CISD,4,.,.,.,.,14.7,44
LAURA B WALLACE MIDDLE,HAYS CISD,6.4,1.6,.,.,.,15.3,29
LAURA INGALLS WILDER,ALVIN ISD,1.7,.,.,.,.,15.3,53
LAURA INGALLS WILDER INT,SCHERTZ-CIBOLO-U CITY ISD,3,.,.,.,.,13.4,51
LAURA REEVES PRI,SILSBEE ISD,.,.,.,.,.,14.5,.
LAURA WELCH BUSH EL,PASADENA ISD,1.7,.,.,.,.,12.1,34
LAURA WELCH BUSH EL,LEANDER ISD,1.2,.,.,.,.,12.6,70
LAUREL MOUNTAIN EL,ROUND ROCK ISD,2.1,.,.,.,.,13.6,68
LAUREL RIDGE,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,14.3,0,0,.,.,12.1,.
LAURELES EL,LOS FRESNOS CISD,4.8,.,.,.,.,15,34
LAURENZO EARLY CHILDHOOD CTR,HOUSTON ISD,.,.,.,.,.,15.6,.
LAURO CAVAZOS EL,ECTOR COUNTY ISD,11.5,.,.,.,.,18,13
LAVACE STEWART EL,CLEAR CREEK ISD,3.8,.,.,.,.,15.9,40
LAW EL,HOUSTON ISD,8.6,.,.,.,.,21,25
LAWLER MIDDLE,FRISCO ISD,0.9,0.6,.,.,.,15.5,78
LAWN EL,JIM NED CISD,1.5,.,.,.,.,16.4,55
LAWNDALE EL,AMARILLO ISD,5.8,.,.,.,.,13.6,31
LAWRENCE E ELKINS H S,FORT BEND ISD,5,.,0.8,1175,24.3,19.2,55
LAWRENCE EL,MESQUITE ISD,0.8,.,.,.,.,12.6,44
LAWSON MIDDLE,HOUSTON ISD,9.5,2.5,.,.,.,18.1,20
LAZBUDDIE SCHOOL,LAZBUDDIE ISD,6.6,0,2,.,19.4,8.8,35
LBJ ECHS,AUSTIN ISD,35.6,.,3.2,832,21.2,16.5,20
LE NOIR EL,DONNA ISD,6.1,.,.,.,.,13.8,26
LEAD ACADEMY H S,LONGVIEW ISD,2.1,.,3.1,.,-1,18.1,44
LEADERSHIP ACADEMY,EXCEL ACADEMY,0,.,0,.,.,15.3,.
LEADERSHIP ACADEMY,AUSTIN ISD,.,-1,-1,.,.,2.1,.
LEADERSHIP ACADEMY AT FOREST OAK 6TH GRADE,FORT WORTH ISD,8.1,.,.,.,.,13.7,16
LEADERSHIP PREP SCHOOL,LEADERSHIP PREP SCHOOL,0.7,.,.,.,.,18.9,42
LEADERSHIP PREP SCHOOL SECONDARY,LEADERSHIP PREP SCHOOL,2.2,0,0,1160,22.1,19.6,47
LEAGUE CITY EL,CLEAR CREEK ISD,5.9,.,.,.,.,15.6,45
LEAGUE CITY INT,CLEAR CREEK ISD,2.8,0,.,.,.,17.4,67
LEAKEY SCHOOL,LEAKEY ISD,7.5,0,2.2,-1,17.4,13.4,37
LEAL EL,MISSION CISD,3.7,.,.,.,.,16.2,20
LEANDER EXTENDED OPPORTUNITY,LEANDER ISD,19.4,0,0,.,.,3.5,.
LEANDER EXTENDED OPPORTUNITY CENTER (LEO),LIBERTY HILL ISD,.,-1,0,.,.,.,.
LEANDER H S,LEANDER ISD,9.5,.,0.3,1053,24.6,15.1,55
LEANDER MIDDLE,LEANDER ISD,5,0,.,-1,.,11.9,48
LEARN4LIFE,EDGEWOOD ISD,.,.,.,.,.,.,.
LEARNING CTR,LEWISVILLE ISD,32.6,3.5,8.2,789,-1,4.4,26
LEARY EL,LEARY ISD,2.2,5.6,.,.,.,9.5,30
LEBANON TRAIL H S,FRISCO ISD,4.9,.,0.5,1185,27.9,15.9,77
LEE A MCSHAN JR EL,DALLAS ISD,5.8,.,.,.,.,15.4,30
LEE BUICE EL,ECTOR COUNTY ISD,3.5,.,.,.,.,19.9,34
LEE EL,IRVING ISD,4.5,.,.,.,.,14.8,20
LEE EL,CYPRESS-FAIRBANKS ISD,3.3,.,.,.,.,15.1,32
LEE EL,EDINBURG CISD,3.3,.,.,.,.,14.8,22
LEE EL,AUSTIN ISD,2.2,.,.,.,.,13.7,46
LEE H MEANS EL,HARLINGEN CISD,3.8,.,.,.,.,16.3,46
LEE H S,GOOSE CREEK CISD,13,-1,1.5,1006,16.1,13.9,41
LEE LONGINO EL,FERRIS ISD,2.2,.,.,.,.,10.9,29
LEFORS SCHOOL,LEFORS ISD,6.1,0,0,.,18.3,9,27
LEGACY EARLY COLLEGE H S,TAYLOR ISD,.,.,0,1143,-1,20.1,72
LEGACY EL,FRENSHIP ISD,1.8,.,.,.,.,13.4,54
LEGACY FRESHMAN H S,MIDLAND ISD,16,.,2,.,.,20.2,43
LEGACY H S,MIDLAND ISD,17.5,.,3.4,1024,17,18.4,48
LEGACY MIDDLE,EAST CENTRAL ISD,8.6,1,.,.,.,16.8,18
LEGACY OF EDUCATIONAL EXCELLENCE H S,NORTH EAST ISD,16.1,.,4.6,1013,23.4,16.6,56
LEGACY PREP CHARTER ACADEMY MESQUITE WEST CAMPUS,LEGACY PREPARATORY,5,1.2,1,803,.,15,3
LEGACY PREPARATORY CHARTER ACADEMY PLANO,LEGACY PREPARATORY,10.1,1.2,2.2,946,.,8.9,8
LEGACY SCHOOL OF SPORT SCIENCES,LEGACY SCHOOL OF SPORT SCIENCES,13.4,0,0,970,17.4,12.5,26
LEGACY TRADITIONAL SCHOOL - KELLEY EL,LEGACY TRADITIONAL SCHOOLS - TEXAS,17.5,.,.,.,.,14.1,12
LEGACY TRADITIONAL SCHOOL - LEE ACADEMY,LEGACY TRADITIONAL SCHOOLS - TEXAS,9.6,.,2.1,-1,.,8.7,31
LEGACY TRADITIONAL SCHOOL - SAENZ J H,LEGACY TRADITIONAL SCHOOLS - TEXAS,13.4,0,.,.,.,12,5
LEGACY TRADITIONAL SCHOOL - WALKER EL,LEGACY TRADITIONAL SCHOOLS - TEXAS,10.2,.,.,.,.,8.8,12
LEGGETT EL,LEGGETT ISD,4.3,.,.,.,.,15.3,13
LEGGETT H S,LEGGETT ISD,7.1,2.9,0,918,-1,8.5,25
LEHMAN H S,HAYS CISD,12.3,.,2.8,956,21,15.8,36
LEILA P COWART EL,DALLAS ISD,4,.,.,.,.,14.1,24
LELAND E EDGE MIDDLE,COMMUNITY ISD,4.8,0,.,.,.,18.5,31
LEMM EL,KLEIN ISD,2.3,.,.,.,.,14.8,44
LEO A RIZZUTO EL,LA PORTE ISD,3.6,.,.,.,.,14.1,57
LEO ADAMS MIDDLE,NORTHWEST ISD,2.3,0.1,.,.,.,17,48
LEO J LEO EL,LA JOYA ISD,2.5,.,.,.,.,13.6,.
LEON EL,LEON ISD,2.7,.,.,.,.,14.1,44
